"strains.ID_strains","strains.Culture collection no.","strains.Species","strains.Strain Designation","strains_tax_PNU.Species","strains_tax_PNU.Full Scientific Name (LPSN)","strains_tax_PNU.ID_reference","strains_taxid.tax_id","strains_taxid.tax_level","culture_temp.Temperature","culture_temp.ID_reference","culture_pH.pH","culture_pH.ID_reference","met_antibiogram_v2.Incubation temperature [°C]","met_antibiogram_v2.Oxygen condition","met_antibiogram_v2.ID_reference","oxygen_tolerance.Oxygen tolerance","oxygen_tolerance.ID_reference","nutrition_type.Nutrition type","nutrition_type.ID_reference","sequence_genomes.INSDC accession","sequence_genomes.BV-BRC accession","sequence_genomes.IMG accession","sequence_genomes.ID_reference","GC_content.GC-content","GC_content.ID_reference","Zc"
140835,"CGMCC 1.14998, JCM 30891, Dys DYS4","Haloparvum sedimenti","","Haloparvum sedimenti","Haloparvum sedimenti Chen et al. 2016",20215,1678448,"species",37.5,43638,7.5,43638,NA,NA,NA,"aerobe",43638,"chemoorganotroph",43638,"GCA_001462205",1678448.3,2681813379,67770,68.2,67770,-0.07443
133308,"JCM 19565, CGMCC 1.14959","Haloprofundus marisrubri","SB9","Haloprofundus marisrubri","Haloprofundus marisrubri Zhang et al. 2017",20215,1514971,"species",30,25151,7.5,25151,NA,NA,NA,"aerobe",25151,"heterotroph",25151,"GCA_001469955",1514971.4,2690315683,67770,62.53,25151,-0.087497
141136,"CECT 8745, IBRC-M 10233","Halorubrum halodurans","CB Cb34","Halorubrum halodurans","Halorubrum halodurans Corral et al. 2016",20215,1383851,"species",32.5,44052,7,44052,NA,NA,NA,"obligate aerobe",44052,"chemoorganotroph",44052,"",NA,NA,NA,62.1,44052,NA
140993,"LMG 29152, CCUG 67844, MCS 27","Henriciella algicola","","Henriciella algicola","Henriciella algicola Abraham et al. 2017",20215,1608422,"species",25,43879,7.5,43879,NA,NA,NA,"aerobe",43879,"chemoorganotroph",43879,"GCA_003576245",1608422.3,2832873813,66792,55,43879,-0.125758
140992,"LMG 28705, CCUG 66934, MCS 23","Henriciella barbarensis","","Henriciella barbarensis","Henriciella barbarensis Abraham et al. 2017",20215,86342,"species",27.5,43879,7.5,43879,NA,NA,NA,"aerobe",43879,"chemoorganotroph",43879,"GCA_003576345",86342.3,2831698200,66792,57,43879,-0.126754
11933,"DSM 15072, CIP 109407, UNIQEM U 221","Hydrogenovibrio halophilus","HL 5","Hydrogenovibrio halophilus","Hydrogenovibrio halophilus (Sorokin et al. 2006) Boden et al. 2017",20215,373391,"species",30,5696,7.65,43182,NA,NA,NA,"microaerophile",5696,"chemolithoautotroph",43182,"GCA_000384235",1123516.3,2517572244,66792,54.9,43182,-0.141613
140889,"LMG 27293, KCTC 32237, KCTC 52533","Hymenobacter paludis","KBP-30","Hymenobacter paludis","Hymenobacter paludis Chen et al. 2016",20215,1244895,"species",23.5,43719,7,43719,NA,NA,NA,"aerobe",43719,"chemoheterotroph",43719,"",NA,NA,NA,60.3,43719,NA
140468,"MCCC 1K03222, KCTC 52487","Hyphobacterium vulgare","WM6","Hyphobacterium vulgare","Hyphobacterium vulgare Sun et al. 2017",20215,1736751,"species",30,43188,7.75,43188,NA,NA,NA,"aerobe",43188,"chemoorganotroph",43188,"GCA_042643335",NA,NA,124043,59.8,43188,-0.121132
141120,"BCRC 80524, KCTC 32238","Ideonella paludis","KBP-31","Ideonella paludis","Ideonella paludis Sheu et al. 2016",20215,1233411,"species",23.5,44032,7,44032,NA,NA,NA,"obligate aerobe",44032,"chemoorganotroph",44032,"GCA_018069865",1233411.3,2995082067,66792,67.9,44032,-0.136113
4191,"DSM 18386, JCM 14125","Ignicoccus hospitalis","KIN4/1, KIN4/I","Ignicoccus hospitalis","Ignicoccus hospitalis Paper et al. 2007",20215,160233,"species",90,7367,5.75,23220,NA,NA,NA,"anaerobe",7367,"chemolithoautotroph",23220,"GCA_000017945",453591.15,640753029,66792,56,7367,-0.216797
4189,"DSM 13165, ATCC 700957, Kol 8","Ignicoccus islandicus","","Ignicoccus islandicus","Ignicoccus islandicus Huber et al. 2000",20215,54259,"species",90,4955,5.15,23219,NA,NA,NA,"anaerobe",4955,"chemolithoautotroph",23219,"GCA_001481685",940295.6,NA,66792,41,4955,-0.225229
4190,"DSM 13166, ATCC 700958","Ignicoccus pacificus","LPC 33","Ignicoccus pacificus","Ignicoccus pacificus Huber and Stetter 2000",20215,114376,"species",90,4956,5.75,23219,NA,NA,NA,"anaerobe",4956,"chemolithoautotroph",23219,"GCA_025340205",940294.5,NA,66792,45,4956,NA
4192,"DSM 17230, JCM 13409","Ignisphaera aggregans","AQ1.S1, TG 866","Ignisphaera aggregans","Ignisphaera aggregans Niederberger et al. 2006",20215,334771,"species",92,6827,6.2,23221,NA,NA,NA,"anaerobe",6827,"heterotroph",23221,"GCA_000145985",583356.9,648028035,66792,52.9,6827,-0.232155
133093,"DSM 103040, ATCC TSD-58","Immundisolibacter cernigliae","TR3.2","Immundisolibacter cernigliae","Immundisolibacter cernigliae Corteselli et al. 2017",20215,1810504,"species",28,25270,7.25,25270,NA,NA,NA,"aerobe",25270,"heterotroph",25270,"GCA_001697225",NA,2775507249,66792,67.79,25270,-0.135848
166144,"BCRC 81120, LMG 30595, KCTC 62511","Inhella crocodyli","CCP-18","Inhella crocodyli","Inhella crocodyli Chen et al. 2019",20215,2499851,"species",28.5,68147,7.25,68147,NA,NA,NA,"aerobe",68147,"chemoheterotroph",68147,"GCA_004004565",2499851.4,2881021045,68147,68.9,68147,-0.13586
132414,"DSM 100275, VKM B-2962","Inmirania thermothiophila","S2479","Inmirania thermothiophila","Inmirania thermothiophila Slobodkina et al. 2016",20215,1750597,"species",51.5,43793,7.15,43793,NA,NA,NA,"facultative anaerobe",43793,"chemolithoautotroph",43793,"GCA_003751635",1750597.3,2788499858,66792,71.5,24203,-0.131137
133277,"JCM 17843, LMG 28660","Iodidimonas muriae","C-3","Iodidimonas muriae","Iodidimonas muriae Iino et al. 2016",20215,261467,"species",30,25125,7.5,25125,NA,NA,NA,"aerobe",25125,"chemoorganotroph",25125,"GCA_014647255",261467.5,8063438809,66792,58.5,25125,-0.139067
133266,"KCTC 33662, LMG 28756","Jeotgalibacillus alkaliphilus","JC303","Jeotgalibacillus alkaliphilus","Jeotgalibacillus alkaliphilus Srinivas et al. 2016",20215,1671556,"species",35,25079,10.5,25079,NA,NA,NA,"aerobe",25079,"organoheterotroph",25079,"",NA,NA,NA,43,25079,NA
140549,"KCTC 42186, JCM 30386","Kiloniella antarctica","soj2014","Kiloniella antarctica","Kiloniella antarctica Si et al. 2017",20215,1550907,"species",25,43338,7.5,43338,NA,NA,NA,"microaerophile",43338,"chemoheterotroph",43338,"GCA_042682825",NA,NA,124043,45.5,43338,-0.163602
17649,"DSM 44963","Ktedonobacter racemifer","SOSP1-21","Ktedonobacter racemifer","Ktedonobacter racemifer corrig. Cavaletti et al. 2007",20215,363277,"species",28,12216,5.8,43418,NA,NA,NA,"aerobe",43418,"heterotroph",43418,"GCA_000178855",485913.1,648276680,66792,53.9,12216,-0.145161
164274,"JCM 32481, KCTC 15662","Labilibaculum euxinus","A4","Labilibaculum euxinus","Labilibaculum euxinus Yadav et al. 2020",20215,2686357,"species",28,67770,7.75,69631,NA,NA,NA,"facultative anaerobe",69631,"chemoorganoheterotroph",69631,"GCA_009795715",2686357.3,NA,67770,36.2,67770,-0.180051
133188,"KCTC 23036, KMM 6381","Lacinutrix cladophorae","7Alg 4","Lacinutrix cladophorae","Lacinutrix cladophorae Nedashkovskaya et al. 2016",20215,1778903,"species",18,24984,7.5,24984,NA,NA,NA,"obligate aerobe",24984,"chemoheterotroph",24984,"",NA,NA,NA,31.9,24984,NA
140891,"CCTCC AB 2015204, KCTC 42729","Leeuwenhoekiella nanhaiensis","G18","Leeuwenhoekiella nanhaiensis","Leeuwenhoekiella nanhaiensis Liu et al. 2016",20215,1655491,"species",22,43723,7,43723,NA,NA,NA,"aerobe",43723,"heterotroph",43723,"",NA,2775506714,66792,35,43723,NA
14046,"DSM 23179, ATCC 23123, NBRC 102661, NCIMB 12855","Lewinella cohaerens","II-2","Lewinella cohaerens","Lewinella cohaerens (Lewin 1970) Sly et al. 1998",20215,70995,"species",25,16553,5,28558,NA,NA,NA,"aerobe",28558,"chemoorganotroph",28558,"GCA_000379805",1122176.3,2515154030,66792,45,16553,-0.15058
166128,"KCTC 72077, VKM B-3277","Lichenibacterium minor","RmlP026","Lichenibacterium minus","Lichenibacterium minus corrig. Pankratov et al. 2020",20215,2316528,"species",20,68335,5.75,68335,NA,NA,NA,"aerobe",68335,"chemoorganotroph",68335,"GCA_004137685",2316528.3,2882620940,68335,70.5,68335,-0.129809
164516,"JCM 33311, KCCM 43293, PAMC 29148","Lichenihabitans psoromatis","","Lichenihabitans psoromatis","Lichenihabitans psoromatis Noh et al. 2019",20215,2528642,"species",15,67770,6.25,68043,NA,NA,NA,"facultative anaerobe",68043,"chemoheterotroph",68043,"GCA_004323635",2528642.3,2873554119,68043,63.1,67770,-0.1461
2055,"DSM 13612, CIP 107302, LMG 19593","Limnobacter thiooxidans","CS-K2","Limnobacter thiooxidans","Limnobacter thiooxidans Spring et al. 2001",20215,131080,"species",28,5113,8,23161,NA,NA,NA,"obligate aerobe",23161,"chemolithoautotroph",23161,"",NA,2786546107,66792,55,5113,NA
140500,"KCTC 52045, MCCC 1H00132","Longibacter salinarum","WDS2C18","Longibacter salinarum","Longibacter salinarum Xia et al. 2016",20215,1850348,"species",40,43119,7.5,43119,NA,NA,NA,"facultative anaerobe",43119,"heterotroph",43119,"GCA_002554795",1850348.3,2788499893,66792,58.1,43119,-0.104001
132517,"DSM 29007, CECT 8660","Longimicrobium terrae","CB-286315","Longimicrobium terrae","Longimicrobium terrae Pascual et al. 2016",20215,1639882,"species",21.5,43651,7.5,43651,NA,NA,NA,"aerobe",43651,"chemoorganoheterotroph",43651,"GCA_013000925",1639882.4,NA,66792,67,43651,-0.108349
140771,"JCM 31343, UNIQEM U1010","Longimonas haloalkaliphila","BSker3","Longimonas haloalkaliphila","Longimonas haloalkaliphila Sorokin et al. 2017",20215,1807135,"species",48,43549,8.45,43549,NA,NA,NA,"obligate aerobe",43549,"organoheterotroph",43549,"",NA,NA,NA,58.2,43549,NA
140275,"DSM 100886, KCTC 52215","Luteitalea pratensis","HEG_-6_39","Luteitalea pratensis","Luteitalea pratensis Vieira et al. 2017",20215,1855912,"species",25,43190,6.8,43190,NA,NA,NA,"aerobe",43190,"chemoorganotroph",43190,"GCA_001618865",1855912.4,2687453111,66792,64.7,43190,-0.126631
140773,"CECT 8659, DSM 28998","Luteolibacter gellanilyticus","CB-286403","Luteolibacter gellanilyticus","Luteolibacter gellanilyticus Pascual et al. 2017",20215,1639998,"species",18.5,43551,7.5,43551,NA,NA,NA,"aerobe",43551,"chemoorganoheterotroph",43551,"",NA,NA,NA,NA,NA,NA
140510,"KCTC 42911, MCCC 1K01154","Lutimaribacter marinistellae","SF-12","Lutimaribacter marinistellae","Lutimaribacter marinistellae Zhang et al. 2016",20215,1820329,"species",30,43167,7.5,43167,NA,NA,NA,"facultative anaerobe",43167,"heterotroph",43167,"GCA_042648365",NA,NA,124043,61,43167,-0.12761
157768,"DSM 104734, LMG 30011","Lysobacter silvestris","AM20-91","Lysobacter silvestris","Lysobacter silvestris Margesin et al. 2018",20215,1645665,"species",25,64340,6.5,65560,NA,NA,NA,"obligate aerobe",65560,"chemoorganotroph",65560,"GCA_002895945",1645665.3,2834284710,66792,63.35,65560,-0.128173
132529,"DSM 28995, VKM B-2936","Magnetospirillum caucaseum","SO-1","Magnetospirillum caucaseum","Magnetospirillum caucaseum Dziuba et al. 2016",20215,1244869,"species",30,43653,6.65,43653,NA,NA,NA,"microaerophile",43653,"chemoorganoheterotroph",43653,"GCA_000342045",1244869.3,2534681903,66792,65.9,43653,-0.1408
166531,"VKM B-3270, KCTC 15749","Magnetospirillum kuznetsovii","LBB-42","Magnetospirillum kuznetsovii","Magnetospirillum kuznetsovii Koziaeva et al. 2019",20215,2053833,"species",27.5,67948,6.875,67948,NA,NA,NA,"microaerophile",67948,"chemoorganoheterotroph",67948,"GCA_003284725",2053833.3,2838797410,67948,63.4,67948,-0.145272
140894,"ATCC BAA-2617, CICC 10859","Marinagarivorans algicola","Z1","Marinagarivorans algicola","Marinagarivorans algicola Guo et al. 2016",20215,1513270,"species",21.5,43726,7.5,43726,NA,NA,NA,"facultative anaerobe",43726,"heterotroph",43726,"GCA_001292705",1513270.5,2788499911,66792,45.1,43726,-0.144474
140461,"LMG 29748, DSM 26290","Mariniblastus fucicola","FC18","Mariniblastus fucicola","Mariniblastus fucicola Lage et al. 2017",20215,980251,"species",25,43193,7.5,43193,NA,NA,NA,"aerobe",43193,"chemoheterotroph",43193,"GCA_001642875",980251.4,2675903475,66792,54.2,66478,-0.124462
159708,"KCTC 42953, MCCC 1H00149","Marinicella sediminis","F2","Marinicella sediminis","Marinicella sediminis Wang et al. 2018",20215,1792834,"species",33,66592,7.75,66592,NA,NA,NA,"aerobe",66592,"heterotroph",66592,"GCA_042646525",NA,NA,124043,48.1,66592,-0.140845
133197,"KCTC 42591, MCCC 1H00113","Marinifilum albidiflavum","FB208","Marinifilum albidiflavum","Marinifilum albidiflavum Xu et al. 2016",20215,1844052,"species",33,24995,7.75,24995,NA,NA,NA,"facultative anaerobe",24995,"chemoorganotroph",24995,"",NA,NA,NA,43.8,24995,NA
132988,"DSM 101478, CGMCC 1.15462","Marinirhabdus gelatinilytica","NH83","Marinirhabdus gelatinilytica","Marinirhabdus gelatinilytica Wu et al. 2016",20215,1703343,"species",30,43097,7,43097,NA,NA,NA,"aerobe",43097,"chemoheterotroph",43097,"GCA_003353425",1703343.6,2756170273,66792,41,43097,-0.172611
140293,"DSM 102940, JCM 31103","Marinisporobacter balticus","59.4M","Marinisporobacter balticus","Marinisporobacter balticus Vandieken et al. 2017",20215,2018667,"species",25,43225,7.15,43225,NA,NA,NA,"facultative anaerobe",43225,"heterotroph",43225,"GCA_004345705",2018667.3,2795385446,67770,42.9,43225,-0.212408
133030,"DSM 29778, JCM 30566","Marinitoga arctica","2PyrY55-1","Marinitoga arctica","Marinitoga arctica Steinsbu et al. 2016",20215,1862713,"species",57.5,25114,6.25,25114,NA,NA,NA,"anaerobe",25114,"heterotroph",25114,"",NA,NA,NA,27,24818,NA
133387,"KCTC 52409, MCCC 1K03210, CDA 4","Maripseudobacter aurantiacus","","Maribacter aurantiacus","Maribacter aurantiacus (Chen et al. 2017) Khan et al. 2020",20215,1882343,"species",27.5,25285,7,25285,NA,NA,NA,"obligate aerobe",25285,"heterotroph",25285,"GCA_005780245",1882343.4,2886535277,67771,38.3,25285,-0.174531
140775,"KCTC 15554, DSM 103365","Marispirochaeta aestuarii","JC444","Marispirochaeta aestuarii","Marispirochaeta aestuarii Shivani et al. 2017",20215,1963862,"species",28.5,43553,7.55,43553,NA,NA,NA,"obligate anaerobe",43553,"chemoorganoheterotroph",43553,"GCA_002087085",1963862.18,2881371823,67771,53.6,43553,-0.163649
133165,"KACC 17175, NBRC 109440","Martelella suaedae","YC7033","Martelella suaedae","Martelella suaedae Chung et al. 2016",20215,1647648,"species",25,24940,7.5,24940,NA,NA,NA,"aerobe",24940,"heterotroph",24940,"",NA,NA,NA,52.8,24940,NA
24801,"DSM 23840, JCM 17771, VKM B-2668","Melioribacter roseus","P3M-2","Melioribacter roseus","Melioribacter roseus Podosokorskaya et al. 2013",20215,1134405,"species",47,21273,7.35,43396,NA,NA,NA,"facultative anaerobe",43396,"organotroph",43396,"GCA_000279145",1191523.3,2517093030,66792,41.3,21273,-0.195598
140896,"CGMCC 1.13179, JCM 18886","Membranicola marinus","CZ-AZ5","Membranihabitans marinus","Membranihabitans marinus (Li et al. 2016) Deshmukh and Oren 2022",20215,1227546,"species",30,43729,7.25,43729,NA,NA,NA,"obligate aerobe",43729,"heterotroph",43729,"GCA_021729155",1227546.8,8046629151,66792,40.1,67770,-0.159179
5617,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670","Mesonia mobilis","","Mesonia mobilis","Mesonia mobilis Nedashkovskaya et al. 2006",20215,369791,"species",28,8127,7.75,43393,NA,NA,NA,"obligate aerobe",43393,"chemoorganotroph",43393,"GCA_042434415",NA,NA,124043,36.1,8127,-0.177518
140544,"CECT 9168, LMG 29734","Mesorhizobium helmanticense","CSLC115","Mesorhizobium helmanticense","Mesorhizobium helmanticense Marcos-García et al. 2017",20215,1776423,"species",28,43332,7,43332,NA,NA,NA,"aerobe",43332,"chemoorganotroph",43332,"",NA,NA,NA,62.7,43332,NA
160492,"DSM 108854, JCM 32768, UBOCC M-3308","Methanohalophilus profundi","SLHTYRO, SLHTYROT","Methanohalophilus profundi","Methanohalophilus profundi L'Haridon et al. 2021",20215,2138083,"species",30,67400,7.35,69627,NA,NA,NA,"anaerobe",69627,"methylotroph",69627,"GCA_004137855",2138083.3,8065841578,67770,42.7,67400,-0.165873
158342,"DSM 28684, NBRC 110805, UNIQEM U982","Methanonatronarchaeum thermophilum","AMET1","Methanonatronarchaeum thermophilum","Methanonatronarchaeum thermophilum Sorokin et al. 2018",20215,1927129,"species",50,65018,9.2,66576,NA,NA,NA,"obligate anaerobe",66576,"heterotroph",66576,"GCA_002153915",1927129.3,2786546529,66792,38,66576,-0.18064
132429,"DSM 100822, JCM 30921","Methanosarcina flavescens","E03.2","Methanosarcina flavescens","Methanosarcina flavescens Kern et al. 2016",20215,1715806,"species",37.5,43730,6.75,43730,NA,NA,NA,"obligate anaerobe",43730,"autotroph",43730,"GCA_001304615",1715806.8,2651869834,67770,41.3,24218,-0.183112
133349,"VKM B-3037, JCM 31401, CCUG 68999","Methylobacillus methanolivorans","Z","Methylobacillus methanolivorans","Methylobacillus methanolivorans Kaparullina et al. 2017",20215,1848927,"species",25,25194,7,25194,NA,NA,NA,"obligate aerobe",25194,"methylotroph",25194,"",NA,NA,NA,51,67770,NA
159850,"KACC 19662, JCM 32670","Methylobacterium currus","PR1016A","Methylobacterium currus","Methylobacterium currus Park et al. 2018",20215,2051553,"species",30,66754,7,66754,NA,NA,NA,"aerobe",66754,"methylotroph",66754,"GCA_003058325",2051553.8,2841517901,66792,70.2,66754,-0.135002
166104,"KCTC 52908, NBRC 112876","Methylobacterium durans","17SD2-17","Methylobacterium durans","Methylobacterium durans Kim et al. 2020",20215,2202825,"species",27.5,67902,7.5,67902,NA,NA,NA,"aerobe",67902,"methylotroph",67902,"GCA_003173715",2202825.3,2987478803,68075,68.7,68075,-0.127368
158776,"KACC 19280, JCM 32048","Methylobacterium frigidaeris","IER25-16","Methylobacterium frigidaeris","Methylobacterium frigidaeris Lee and Jeon 2018",20215,2038277,"species",25,65530,5.5,65530,NA,NA,NA,"obligate aerobe",65530,"methylotroph",65530,"GCA_022179185",2038277.4,8111878996,66792,70,65530,-0.134977
166276,"BCRC 81157, LMG 30931, KCTC 62864","Methylobacterium oryzihabitans","TER-1","Methylobacterium oryzihabitans","Methylobacterium oryzihabitans Chen et al. 2019",20215,2499852,"species",25,68041,6.5,68041,NA,NA,NA,"aerobe",68041,"chemoheterotroph",68041,"GCA_004004555",2499852.6,2885228736,68041,71.9,68041,-0.131752
166308,"CGMCC 1.17323, NBRC 114056, YIM 132548","Methylobacterium planium","","Methylobacterium planeticum","Methylobacterium planeticum corrig. Jiang et al. 2023",20215,2615211,"species",22.5,68282,7.5,68282,NA,NA,NA,"aerobe",68282,"methanotroph",68282,"GCA_008806345",2615211.3,2902355876,68282,70.2,68282,-0.134487
164450,"JCM 33059, KCTC 62267","Methylobacterium segetis","17J42-1","Methylobacterium segetis","Methylobacterium segetis Ten et al. 2020",20215,2488750,"species",25,67770,7,68265,NA,NA,NA,"aerobe",68265,"methylotroph",68265,"GCA_004348265",2488750.6,NA,68265,70.2,68265,-0.129525
158679,"LMG 29185, VKM B-2986","Methyloterricola oryzae","73a","Methyloterricola oryzae","Methyloterricola oryzae Frindte et al. 2017",20215,1495050,"species",30,65411,7.25,65411,NA,NA,NA,"aerobe",65411,"methanotroph",65411,"GCA_000934725",1495050.5,2582581277,66792,61,65411,-0.141941
166243,"LMG 30755, CECT 9656","Micromonospora acroterricola","5R2A7","Micromonospora acroterricola","Micromonospora acroterricola Carro et al. 2019",20215,2202421,"species",28.5,68030,7.5,68030,NA,NA,NA,"aerobe",68030,"chemoorganotroph",68030,"GCA_003172955",2202421.3,2858875884,68030,72.3,68030,-0.120449
158770,"CECT 9370, DSM 105362","Micromonospora luteiviridis","SGB14","Micromonospora luteiviridis","Micromonospora luteiviridis Carro et al. 2018",20215,709896,"species",24.5,65525,7.25,65525,NA,NA,NA,"aerobe",65525,"chemoorganotroph",65525,"",NA,NA,NA,71.3,65525,NA
132607,"DSM 101694, CECT 9020, GUI 43","Micromonospora noduli","","Micromonospora noduli","Micromonospora noduli Carro et al. 2016",20215,709876,"species",28,43106,8,43106,NA,NA,NA,"aerobe",43106,"chemoorganotroph",43106,"GCA_003264365",709876.6,2869068681,124043,71.3,43106,-0.121625
158771,"CECT 9369, DSM 105363, SG 15","Micromonospora phytophila","","Micromonospora phytophila","Micromonospora phytophila Carro et al. 2018",20215,709888,"species",28.5,65525,8,65525,NA,NA,NA,"aerobe",65525,"chemoorganotroph",65525,"GCA_023656545",709888.3,8055412473,66792,72.4,65525,-0.120986
132606,"DSM 101692, CECT 9022, GUI 23","Micromonospora ureilytica","","Micromonospora ureilytica","Micromonospora ureilytica Carro et al. 2016",20215,709868,"species",28,43106,7.5,43106,NA,NA,NA,"aerobe",43106,"chemoorganotroph",43106,"GCA_015751765",709868.3,2880489317,66792,70.7,43106,-0.12175
132608,"DSM 101695, CECT 9019, GUI 63","Micromonospora vinacea","","Micromonospora vinacea","Micromonospora vinacea Carro et al. 2016",20215,709878,"species",28,43106,8,43106,NA,NA,NA,"aerobe",43106,"chemoorganotroph",43106,"GCA_015751785",709878.3,2880495981,66792,70.2,43106,-0.121701
14134,"DSM 18603, ATCC BAA-1394, VKM B-2446","Mucilaginibacter paludis","TPT56","Mucilaginibacter paludis","Mucilaginibacter paludis Pankratov et al. 2007",20215,423351,"species",25,7617,6.2,32192,NA,NA,NA,"facultative aerobe",32192,"heterotroph",28434,"GCA_000166195",714943.3,2506520020,66792,46.1,7617,NA
140514,"KCTC 12641, LMG 23495, Gsoil 032","Mucilaginibacter pocheonensis","","Mucilaginibacter pocheonensis","Mucilaginibacter pocheonensis Zhao et al. 2016",20215,398050,"species",45,43093,7.5,43093,NA,NA,NA,"aerobe",43093,"heterotroph",43093,"",NA,NA,NA,44.4,43093,NA
133020,"DSM 102309, LMG 29427","Nakamurella silvestris","S20-107","Nakamurella silvestris","Nakamurella silvestris França et al. 2016",20215,1645681,"species",15,25063,7.5,25063,NA,NA,NA,"aerobe",25063,"chemoorganotroph",25063,"GCA_003576535",1645681.3,2833868136,66792,70.5,25063,-0.128217
140700,"JCM 31341, UNIQUEM U1008, UNIQEM U1008","Natronospira proteinivora","BSker1","Natronospira proteinivora","Natronospira proteinivora Sorokin et al. 2017",20215,1807133,"species",45,43470,9.375,43470,NA,NA,NA,"obligate aerobe",43470,"organoheterotroph",43470,"GCA_024170465",1807133.3,2926676806,66792,60.1,43470,-0.112862
140782,"JCM 31342, UNIQEM U1009","Natronotalea proteinilytica","BSker2","Natronotalea proteinilytica","Natronotalea proteinilytica Sorokin et al. 2017",20215,1807134,"species",46,43549,9.2,43549,NA,NA,NA,"obligate aerobe",43549,"organoheterotroph",43549,"",NA,NA,NA,55.9,43549,NA
159828,"JCM 31640, KCTC 4249","Nitrosarchaeum koreense","MY1","Nitrosarchaeum koreense","Candidatus Nitrosarchaeum koreense corrig. Kim et al. 2011",20215,1088740,"species",25,66656,7,66656,NA,NA,NA,"aerobe",66656,"chemolithotroph",66656,"GCA_000220175",1001994.6,651324076,67771,32.7,67771,-0.198794
141102,"ATCC TSD-97, NCIMB 15022, SCM 1","Nitrosopumilus maritimus","","Nitrosopumilus maritimus","Nitrosopumilus maritimus Qin et al. 2017",20215,338192,"species",25,44010,7.45,44010,NA,NA,NA,"aerobe",44010,"chemoautolithotroph",44010,"GCA_000018465",436308.17,641228499,44010,34.2,44010,-0.182288
157981,"DSM 46763, JCM 30082, CFH S0054","Nocardia yunnanensis","","Nocardia yunnanensis","Nocardia yunnanensis Zhang et al. 2019",20215,2382165,"species",28,64554,6.5,68022,NA,NA,NA,"aerobe",68022,"heterotroph",68022,"GCA_003626895",2382165.3,2841679753,67770,68.4,64554,-0.125518
159855,"BCRC 80537, KCTC 32422","Novosphingobium arvoryzae","Jyi-02","Novosphingobium arvoryzae","Novosphingobium arvoryzae Sheu et al. 2018",20215,1256514,"species",20,66557,7,66557,NA,NA,NA,"aerobe",66557,"chemoheterotroph",66557,"GCA_014652615",1256514.3,2996104059,66792,64.8,66557,-0.135462
133280,"BCRC 80925, LMG 29291, KCTC 42984","Novosphingobium bradum","STM-24","Novosphingobium bradum","Novosphingobium bradum Sheu et al. 2016",20215,1737444,"species",22.5,25119,7,25119,NA,NA,NA,"aerobe",25119,"chemoheterotroph",25119,"GCA_042646485",NA,NA,124043,69.1,25119,-0.131481
140931,"LMG 27385, KCTC 32255","Novosphingobium colocasiae","Teta.03","Novosphingobium colocasiae","Novosphingobium colocasiae Chen et al. 2016",20215,1256513,"species",23.5,43808,6,43808,NA,NA,NA,"aerobe",43808,"chemoheterotroph",43808,"GCA_014652555",1256513.3,2996100336,66792,65,43808,-0.131245
140948,"LMG 29290, KCTC 42983, BCRC 80924","Novosphingobium fontis","STM-14","Novosphingobium fontis","Novosphingobium fontis Sheu et al. 2017",20215,1737443,"species",26,43841,7,43841,NA,NA,NA,"aerobe",43841,"chemoheterotroph",43841,"",NA,NA,NA,66.6,43841,NA
140737,"BCRC 80904, LMG 28838, KCTC 42656","Novosphingobium ipomoeae","Tese-5","Novosphingobium ipomoeae","Novosphingobium ipomoeae Chen et al. 2017",20215,1610495,"species",25,43516,6.25,43516,NA,NA,NA,"aerobe",43516,"chemoheterotroph",43516,"",NA,NA,NA,65.7,43516,NA
140899,"BCRC 80888, LMG 28418, KCTC 42194","Novosphingobium piscinae","SLH-16","Novosphingobium piscinae","Novosphingobium piscinae Sheu et al. 2016",20215,1507448,"species",30,43736,6.5,43736,NA,NA,NA,"aerobe",43736,"chemoheterotroph",43736,"GCA_042649005",NA,NA,124043,65.2,43736,-0.134028
132351,"DSM 25168, LMG 26948","Occallatibacter riparius","277","Occallatibacter riparius","Occallatibacter riparius Foesel et al. 2016",20215,1002689,"species",25.5,44065,6,44065,NA,NA,NA,"obligate aerobe",44065,"chemoorganotroph",44065,"GCA_025264625",1002689.3,8047753082,66792,59.6,24140,-0.134831
132353,"DSM 25170, LMG 26946","Occallatibacter savannae","A2-1c","Occallatibacter savannae","Occallatibacter savannae Foesel et al. 2016",20215,1002691,"species",25.5,44065,5,44065,NA,NA,NA,"obligate aerobe",44065,"chemoorganotroph",44065,"",NA,NA,NA,58.5,24142,NA
14319,"DSM 2029, ATCC 27000","Oceanispirochaeta litoralis","R1","Oceanispirochaeta litoralis","Oceanispirochaeta litoralis (Canale-Parola 1980 ex Hespell and Canale-Parola 1970) Subhash and Lee 2017",20215,151,"species",30,962,7.75,43495,NA,NA,NA,"anaerobe",962,"chemolithoautotroph",43496,"",NA,NA,NA,49.6,43496,NA
140412,"DSM 104770, KCTC 15593, KEMB 3001-381","Oceanispirochaeta sediminicola","SY2","Oceanispirochaeta sediminicola","Oceanispirochaeta sediminicola Subhash and Lee 2017",20215,1969108,"species",25,43495,7.55,43495,NA,NA,NA,"obligate anaerobe",43495,"chemoorganoheterotroph",43495,"",NA,NA,NA,53.5,43019,NA
